from,to,distance
L0,L309,21.03
L7,L309,1.188
L18,L309,38.655
L26,L309,43.243
L33,L309,29.333
L36,L309,34.002
L38,L309,30.095
L57,L309,25.213
L62,L309,29.434
L63,L309,25.519
L70,L309,2.756
L75,L309,21.354
L76,L309,21.354
L77,L309,21.783
L78,L309,25.592
L79,L309,22.766
L80,L309,21.354
L81,L309,21.947
L82,L309,21.689
L91,L309,21.166
L93,L309,21.322
L99,L309,20.959
L102,L309,20.697
L103,L309,50.933
L106,L309,20.577
L113,L309,4.418
L116,L309,3.782
L122,L309,4.615
L128,L309,55.4
L134,L309,3.526
L135,L309,3.526
L138,L309,32.429
L139,L309,32.429
L141,L309,21.354
L145,L309,7.218
L146,L309,6.185
L147,L309,5.666
L150,L309,20.549
L151,L309,5.128
L153,L309,22.249
L154,L309,22.249
L155,L309,22.176
L156,L309,18.991
L157,L309,18.991
L159,L309,24.928
L162,L309,17.14
L168,L309,12.075
L171,L309,27.679
L173,L309,27.532
L178,L309,32.53
L179,L309,32.53
L185,L309,26.281
L186,L309,20.94
L191,L309,29.862
L203,L309,31.395
L206,L309,24.827
L213,L309,33.917
L222,L309,18.681
L227,L309,29.126
L229,L309,29.601
L231,L309,27.186
L246,L309,41.529
L247,L309,41.636
L249,L309,28.447
L252,L309,30.461
L262,L309,32.994
L271,L309,45.404
L273,L309,46.161
L274,L309,45.173
L292,L309,34.288
L299,L309,34.92
L309,L309,0
L310,L309,0.616
L313,L309,34.524
L315,L309,21.6
L321,L309,21.493
L323,L309,2.416
L328,L309,2.98
L333,L309,4.733
L334,L309,4.65
L336,L309,20.567
L338,L309,20.953
L349,L309,20.727
L355,L309,24.455
L361,L309,7.267
L365,L309,11.186
L370,L309,30.37
L371,L309,30.37
L375,L309,30.747
L382,L309,21.354
L385,L309,29.862
L387,L309,45.479
L392,L309,13.885
L393,L309,14.24
L402,L309,12.527
L408,L309,15.848
L411,L309,15.878
L412,L309,16.036
L418,L309,19.542
L423,L309,20.606
L430,L309,64.944
L431,L309,50.908
L437,L309,26.604
L444,L309,58.718
L445,L309,60.103
L469,L309,50.109
L483,L309,62.313
L493,L309,66.488
L495,L309,44.495
L496,L309,34.845
L511,L309,48.271
L527,L309,20.495
L529,L309,16.096
L530,L309,16.036
L540,L309,46.116
L543,L309,43.513
L554,L309,16.036
L556,L309,59.335
L560,L309,73.924
L0,L310,20.487
L7,L310,0.645
L18,L310,38.112
L26,L310,48.163
L33,L310,29.922
L36,L310,38.922
L38,L310,35.015
L57,L310,25.802
L62,L310,28.891
L63,L310,26.108
L70,L310,3.345
L75,L310,20.811
L76,L310,20.811
L77,L310,21.24
L78,L310,25.049
L79,L310,22.223
L80,L310,20.811
L81,L310,21.404
L82,L310,21.146
L91,L310,20.623
L93,L310,20.779
L99,L310,20.416
L102,L310,20.154
L103,L310,55.853
L106,L310,20.034
L113,L310,5.007
L116,L310,4.371
L122,L310,5.204
L128,L310,60.32
L134,L310,4.115
L135,L310,4.115
L138,L310,37.349
L139,L310,37.349
L141,L310,20.811
L145,L310,6.675
L146,L310,5.642
L147,L310,6.255
L150,L310,20.006
L151,L310,5.717
L153,L310,22.838
L154,L310,22.838
L155,L310,22.765
L156,L310,19.58
L157,L310,19.58
L159,L310,25.517
L162,L310,17.729
L168,L310,11.532
L171,L310,28.268
L173,L310,26.989
L178,L310,37.45
L179,L310,37.45
L185,L310,25.738
L186,L310,20.397
L191,L310,34.782
L203,L310,36.315
L206,L310,27.392
L213,L310,33.374
L222,L310,20.908
L227,L310,28.583
L229,L310,34.521
L231,L310,27.775
L246,L310,40.986
L247,L310,41.093
L249,L310,35.583
L252,L310,35.381
L262,L310,32.451
L271,L310,50.324
L273,L310,51.081
L274,L310,50.093
L292,L310,39.208
L299,L310,39.84
L309,L310,0.589
L310,L310,0
L313,L310,39.444
L315,L310,21.057
L321,L310,20.95
L323,L310,3.005
L328,L310,3.569
L333,L310,5.322
L334,L310,5.239
L336,L310,20.024
L338,L310,20.41
L349,L310,20.184
L355,L310,23.912
L361,L310,6.724
L365,L310,10.643
L370,L310,35.29
L371,L310,35.29
L375,L310,35.667
L382,L310,20.811
L385,L310,34.782
L387,L310,50.399
L392,L310,13.342
L393,L310,13.697
L402,L310,11.984
L408,L310,15.305
L411,L310,15.335
L412,L310,15.493
L418,L310,18.999
L423,L310,20.063
L430,L310,64.74
L431,L310,50.704
L437,L310,26.614
L444,L310,58.175
L445,L310,59.56
L469,L310,49.905
L483,L310,62.109
L493,L310,66.284
L495,L310,44.291
L496,L310,34.641
L511,L310,48.067
L527,L310,19.952
L529,L310,15.553
L530,L310,15.493
L540,L310,45.912
L543,L310,43.309
L554,L310,15.493
L556,L310,59.131
L560,L310,73.72
L0,L313,37.357
L7,L313,38.916
L18,L313,60.534
L26,L313,59.587
L33,L313,1.426
L36,L313,0.773
L38,L313,46.439
L57,L313,10.768
L62,L313,13.03
L63,L313,6.884
L70,L313,29.627
L75,L313,37.681
L76,L313,37.681
L77,L313,38.11
L78,L313,42.245
L79,L313,39.093
L80,L313,37.681
L81,L313,38.274
L82,L313,38.016
L91,L313,37.493
L93,L313,37.649
L99,L313,37.286
L102,L313,37.024
L103,L313,67.277
L106,L313,36.904
L113,L313,30.178
L116,L313,28.602
L122,L313,31.229
L128,L313,71.744
L134,L313,32.786
L135,L313,32.786
L138,L313,48.773
L139,L313,48.773
L141,L313,37.681
L145,L313,31.027
L146,L313,31.293
L147,L313,26.738
L150,L313,36.876
L151,L313,32.158
L153,L313,9.371
L154,L313,9.371
L155,L313,9.282
L156,L313,11.559
L157,L313,11.559
L159,L313,7.176
L162,L313,13.417
L168,L313,37.899
L171,L313,11.765
L173,L313,33.227
L178,L313,48.874
L179,L313,48.874
L185,L313,20.202
L186,L313,20.567
L191,L313,5.151
L203,L313,6.684
L206,L313,16.785
L213,L313,54.194
L222,L313,15.102
L227,L313,48.194
L229,L313,5.127
L231,L313,5.252
L246,L313,7.529
L247,L313,7.723
L249,L313,4.062
L252,L313,4.386
L262,L313,13.389
L271,L313,61.748
L273,L313,62.505
L274,L313,61.517
L292,L313,0.909
L299,L313,51.264
L309,L313,31.622
L310,L313,34.376
L313,L313,0
L315,L313,37.927
L321,L313,37.82
L323,L313,29.215
L328,L313,29.594
L333,L313,30.493
L334,L313,30.41
L336,L313,36.894
L338,L313,37.28
L349,L313,37.054
L355,L313,41.108
L361,L313,27.507
L365,L313,25.018
L370,L313,4.295
L371,L313,4.295
L375,L313,3.778
L382,L313,37.681
L385,L313,5.151
L387,L313,61.823
L392,L313,37.081
L393,L313,37.109
L402,L313,38.279
L408,L313,33.327
L411,L313,33.547
L412,L313,33.443
L418,L313,33.701
L423,L313,33.456
L430,L313,96.258
L431,L313,82.222
L437,L313,64.968
L444,L313,91.24
L445,L313,92.625
L469,L313,81.423
L483,L313,84.503
L493,L313,97.802
L495,L313,75.809
L496,L313,66.159
L511,L313,79.585
L527,L313,36.822
L529,L313,33.765
L530,L313,33.443
L540,L313,77.43
L543,L313,74.827
L554,L313,33.443
L556,L313,90.649
L560,L313,96.114
L0,L315,0.91
L7,L315,19.761
L18,L315,23.407
L26,L315,59.238
L33,L315,38.53
L36,L315,38.204
L38,L315,46.09
L57,L315,43.279
L62,L315,22.063
L63,L315,43.585
L70,L315,20.361
L75,L315,0.643
L76,L315,0.643
L77,L315,1.205
L78,L315,1.859
L79,L315,2.188
L80,L315,0.643
L81,L315,1.369
L82,L315,1.111
L91,L315,0.96
L93,L315,0.842
L99,L315,1.277
L102,L315,0.847
L103,L315,66.928
L106,L315,1.093
L113,L315,19
L116,L315,20.691
L122,L315,21.963
L128,L315,71.395
L134,L315,21.74
L135,L315,21.74
L138,L315,48.424
L139,L315,48.424
L141,L315,0.643
L145,L315,17.817
L146,L315,16.784
L147,L315,23.229
L150,L315,1.29
L151,L315,22.892
L153,L315,25.569
L154,L315,25.569
L155,L315,25.657
L156,L315,28.819
L157,L315,28.819
L159,L315,44.28
L162,L315,32.45
L168,L315,6.754
L171,L315,45.745
L173,L315,10.018
L178,L315,48.525
L179,L315,48.525
L185,L315,15.058
L186,L315,18.613
L191,L315,45.857
L203,L315,47.39
L206,L315,20.564
L213,L315,16.16
L222,L315,20.055
L227,L315,11.671
L229,L315,45.596
L231,L315,45.721
L246,L315,30.306
L247,L315,30.413
L249,L315,46.658
L252,L315,46.456
L262,L315,25.623
L271,L315,61.399
L273,L315,62.156
L274,L315,61.168
L292,L315,38.013
L299,L315,50.915
L309,L315,20.539
L310,L315,19.996
L313,L315,37.641
L315,L315,0
L321,L315,1.349
L323,L315,20.171
L328,L315,20.328
L333,L315,19.039
L334,L315,18.768
L336,L315,0.803
L338,L315,1.159
L349,L315,1.687
L355,L315,3.235
L361,L315,10.856
L365,L315,12.294
L370,L315,46.365
L371,L315,46.365
L375,L315,46.742
L382,L315,0.643
L385,L315,45.857
L387,L315,61.474
L392,L315,4.14
L393,L315,3.336
L402,L315,5.067
L408,L315,6.491
L411,L315,6.272
L412,L315,6.113
L418,L315,4.568
L423,L315,5.632
L430,L315,85.14
L431,L315,62.369
L437,L315,28.876
L444,L315,55.148
L445,L315,56.533
L469,L315,61.57
L483,L315,84.154
L493,L315,64.246
L495,L315,55.956
L496,L315,47.572
L511,L315,59.732
L527,L315,3.049
L529,L315,6.393
L530,L315,6.113
L540,L315,57.577
L543,L315,54.974
L554,L315,6.113
L556,L315,70.796
L560,L315,95.765
L0,L321,1.304
L7,L321,20.314
L18,L321,23.042
L26,L321,59.791
L33,L321,39.083
L36,L321,38.757
L38,L321,46.643
L57,L321,43.832
L62,L321,22.616
L63,L321,44.138
L70,L321,20.914
L75,L321,1.283
L76,L321,1.283
L77,L321,0.618
L78,L321,1.272
L79,L321,1.601
L80,L321,1.283
L81,L321,0.782
L82,L321,0.524
L91,L321,0.885
L93,L321,0.767
L99,L321,1.25
L102,L321,1.736
L103,L321,67.481
L106,L321,1.774
L113,L321,19.553
L116,L321,21.244
L122,L321,22.516
L128,L321,71.948
L134,L321,22.293
L135,L321,22.293
L138,L321,48.977
L139,L321,48.977
L141,L321,1.283
L145,L321,18.37
L146,L321,17.337
L147,L321,23.782
L150,L321,1.251
L151,L321,23.445
L153,L321,26.122
L154,L321,26.122
L155,L321,26.21
L156,L321,29.372
L157,L321,29.372
L159,L321,44.833
L162,L321,33.003
L168,L321,7.307
L171,L321,46.298
L173,L321,9.979
L178,L321,49.078
L179,L321,49.078
L185,L321,15.611
L186,L321,19.166
L191,L321,46.41
L203,L321,47.943
L206,L321,21.117
L213,L321,15.795
L222,L321,20.608
L227,L321,13.346
L229,L321,46.149
L231,L321,46.274
L246,L321,30.859
L247,L321,30.966
L249,L321,47.211
L252,L321,47.009
L262,L321,26.176
L271,L321,61.952
L273,L321,62.709
L274,L321,61.721
L292,L321,38.566
L299,L321,51.468
L309,L321,21.092
L310,L321,20.549
L313,L321,38.194
L315,L321,1.361
L321,L321,0
L323,L321,20.724
L328,L321,20.881
L333,L321,19.592
L334,L321,19.321
L336,L321,1.606
L338,L321,1.216
L349,L321,0.803
L355,L321,1.99
L361,L321,11.409
L365,L321,12.847
L370,L321,46.918
L371,L321,46.918
L375,L321,47.295
L382,L321,1.283
L385,L321,46.41
L387,L321,62.027
L392,L321,4.693
L393,L321,3.889
L402,L321,5.62
L408,L321,6.9
L411,L321,6.681
L412,L321,6.522
L418,L321,5.121
L423,L321,6.185
L430,L321,84.775
L431,L321,65.933
L437,L321,32.44
L444,L321,58.712
L445,L321,60.097
L469,L321,65.134
L483,L321,84.707
L493,L321,67.81
L495,L321,59.52
L496,L321,51.136
L511,L321,63.296
L527,L321,3.602
L529,L321,6.802
L530,L321,6.522
L540,L321,61.141
L543,L321,58.538
L554,L321,6.522
L556,L321,74.36
L560,L321,96.318
L0,L323,21.008
L7,L323,3.648
L18,L323,41.115
L26,L323,40.642
L33,L323,26.732
L36,L323,29.33
L38,L323,27.494
L57,L323,22.612
L62,L323,26.035
L63,L323,22.918
L70,L323,0.412
L75,L323,21.332
L76,L323,21.332
L77,L323,21.761
L78,L323,25.57
L79,L323,22.744
L80,L323,21.332
L81,L323,21.925
L82,L323,21.667
L91,L323,21.144
L93,L323,21.3
L99,L323,20.937
L102,L323,20.675
L103,L323,48.332
L106,L323,20.555
L113,L323,1.817
L116,L323,1.181
L122,L323,2.014
L128,L323,52.799
L134,L323,1.791
L135,L323,1.791
L138,L323,29.828
L139,L323,29.828
L141,L323,21.332
L145,L323,3.977
L146,L323,4.243
L147,L323,3.065
L150,L323,20.527
L151,L323,2.943
L153,L323,19.648
L154,L323,19.648
L155,L323,19.575
L156,L323,16.39
L157,L323,16.39
L159,L323,22.327
L162,L323,14.539
L168,L323,14.167
L171,L323,25.078
L173,L323,27.51
L178,L323,29.929
L179,L323,29.929
L185,L323,26.259
L186,L323,20.918
L191,L323,25.19
L203,L323,26.723
L206,L323,22.226
L213,L323,37.519
L222,L323,16.08
L227,L323,31.586
L229,L323,24.929
L231,L323,24.585
L246,L323,36.844
L247,L323,37.038
L249,L323,25.991
L252,L323,25.789
L262,L323,29.595
L271,L323,42.803
L273,L323,43.56
L274,L323,42.572
L292,L323,29.616
L299,L323,32.319
L309,L323,2.46
L310,L323,3.076
L313,L323,29.852
L315,L323,21.578
L321,L323,21.471
L323,L323,0
L328,L323,0.379
L333,L323,2.132
L334,L323,2.049
L336,L323,20.545
L338,L323,20.931
L349,L323,20.705
L355,L323,24.433
L361,L323,9.966
L365,L323,11.164
L370,L323,25.698
L371,L323,25.698
L375,L323,26.075
L382,L323,21.332
L385,L323,25.19
L387,L323,42.878
L392,L323,17.126
L393,L323,20.76
L402,L323,15.768
L408,L323,15.826
L411,L323,15.856
L412,L323,16.014
L418,L323,19.52
L423,L323,20.584
L430,L323,65.263
L431,L323,51.227
L437,L323,33.657
L444,L323,61.178
L445,L323,64.147
L469,L323,50.428
L483,L323,65.558
L493,L323,66.807
L495,L323,44.814
L496,L323,35.164
L511,L323,48.59
L527,L323,20.473
L529,L323,16.074
L530,L323,16.014
L540,L323,46.435
L543,L323,43.832
L554,L323,16.014
L556,L323,59.654
L560,L323,77.169
L0,L328,20.629
L7,L328,3.779
L18,L328,43.806
L26,L328,40.263
L33,L328,26.353
L36,L328,28.951
L38,L328,27.115
L57,L328,22.233
L62,L328,25.656
L63,L328,22.539
L70,L328,0.448
L75,L328,20.953
L76,L328,20.953
L77,L328,21.382
L78,L328,25.191
L79,L328,22.365
L80,L328,20.953
L81,L328,21.546
L82,L328,21.288
L91,L328,20.765
L93,L328,20.921
L99,L328,20.558
L102,L328,20.296
L103,L328,47.953
L106,L328,20.176
L113,L328,1.438
L116,L328,0.802
L122,L328,2.19
L128,L328,52.42
L134,L328,1.827
L135,L328,1.827
L138,L328,29.449
L139,L328,29.449
L141,L328,20.953
L145,L328,3.598
L146,L328,3.864
L147,L328,2.686
L150,L328,20.148
L151,L328,2.979
L153,L328,19.269
L154,L328,19.269
L155,L328,19.196
L156,L328,16.011
L157,L328,16.011
L159,L328,21.948
L162,L328,14.16
L168,L328,13.788
L171,L328,24.699
L173,L328,27.131
L178,L328,29.55
L179,L328,29.55
L185,L328,25.88
L186,L328,20.539
L191,L328,24.811
L203,L328,26.344
L206,L328,21.847
L213,L328,37.14
L222,L328,15.701
L227,L328,31.466
L229,L328,24.55
L231,L328,24.206
L246,L328,36.465
L247,L328,36.659
L249,L328,25.612
L252,L328,25.41
L262,L328,29.216
L271,L328,42.424
L273,L328,43.181
L274,L328,42.193
L292,L328,29.237
L299,L328,31.94
L309,L328,2.591
L310,L328,3.207
L313,L328,29.473
L315,L328,21.199
L321,L328,21.092
L323,L328,0.475
L328,L328,0
L333,L328,1.753
L334,L328,1.67
L336,L328,20.166
L338,L328,20.552
L349,L328,20.326
L355,L328,24.054
L361,L328,9.587
L365,L328,10.785
L370,L328,25.319
L371,L328,25.319
L375,L328,25.696
L382,L328,20.953
L385,L328,24.811
L387,L328,42.499
L392,L328,16.747
L393,L328,20.381
L402,L328,15.389
L408,L328,15.447
L411,L328,15.477
L412,L328,15.635
L418,L328,19.141
L423,L328,20.205
L430,L328,65.299
L431,L328,51.263
L437,L328,33.693
L444,L328,61.533
L445,L328,64.183
L469,L328,50.464
L483,L328,65.179
L493,L328,66.843
L495,L328,44.85
L496,L328,35.2
L511,L328,48.626
L527,L328,20.094
L529,L328,15.695
L530,L328,15.635
L540,L328,46.471
L543,L328,43.868
L554,L328,15.635
L556,L328,59.69
L560,L328,76.79
L0,L333,19.23
L7,L333,4.557
L18,L333,42.407
L26,L333,41.467
L33,L333,25.958
L36,L333,27.956
L38,L333,28.319
L57,L333,23.437
L62,L333,25.261
L63,L333,23.743
L70,L333,1.676
L75,L333,19.554
L76,L333,19.554
L77,L333,19.983
L78,L333,23.792
L79,L333,20.966
L80,L333,19.554
L81,L333,20.147
L82,L333,19.889
L91,L333,19.366
L93,L333,19.522
L99,L333,19.159
L102,L333,18.897
L103,L333,49.157
L106,L333,18.777
L113,L333,0.315
L116,L333,2.006
L122,L333,3.278
L128,L333,53.624
L134,L333,3.055
L135,L333,3.055
L138,L333,30.653
L139,L333,30.653
L141,L333,19.554
L145,L333,2.199
L146,L333,2.465
L147,L333,3.89
L150,L333,18.749
L151,L333,4.207
L153,L333,18.874
L154,L333,18.874
L155,L333,18.801
L156,L333,15.616
L157,L333,15.616
L159,L333,21.553
L162,L333,13.765
L168,L333,12.389
L171,L333,25.903
L173,L333,25.732
L178,L333,30.754
L179,L333,30.754
L185,L333,24.481
L186,L333,19.14
L191,L333,26.015
L203,L333,27.548
L206,L333,21.452
L213,L333,35.741
L222,L333,15.306
L227,L333,30.067
L229,L333,25.754
L231,L333,23.811
L246,L333,39.729
L247,L333,39.836
L249,L333,25.072
L252,L333,24.88
L262,L333,28.821
L271,L333,43.628
L273,L333,44.385
L274,L333,43.397
L292,L333,27.555
L299,L333,33.144
L309,L333,3.369
L310,L333,3.985
L313,L333,27.183
L315,L333,19.8
L321,L333,19.693
L323,L333,1.486
L328,L333,1.643
L333,L333,0
L334,L333,0.271
L336,L333,18.767
L338,L333,19.153
L349,L333,18.927
L355,L333,22.655
L361,L333,8.188
L365,L333,9.386
L370,L333,24.789
L371,L333,24.789
L375,L333,25.166
L382,L333,19.554
L385,L333,26.015
L387,L333,43.703
L392,L333,15.348
L393,L333,18.982
L402,L333,13.99
L408,L333,14.048
L411,L333,14.078
L412,L333,14.236
L418,L333,17.742
L423,L333,18.806
L430,L333,66.527
L431,L333,52.491
L437,L333,33.862
L444,L333,60.134
L445,L333,65.411
L469,L333,51.692
L483,L333,66.383
L493,L333,68.071
L495,L333,46.078
L496,L333,36.428
L511,L333,49.854
L527,L333,18.695
L529,L333,14.296
L530,L333,14.236
L540,L333,47.699
L543,L333,45.096
L554,L333,14.236
L556,L333,60.918
L560,L333,77.994
L0,L334,18.959
L7,L334,4.474
L18,L334,42.136
L26,L334,41.384
L33,L334,25.875
L36,L334,27.873
L38,L334,28.236
L57,L334,23.354
L62,L334,25.178
L63,L334,23.66
L70,L334,1.593
L75,L334,19.283
L76,L334,19.283
L77,L334,19.712
L78,L334,23.521
L79,L334,20.695
L80,L334,19.283
L81,L334,19.876
L82,L334,19.618
L91,L334,19.095
L93,L334,19.251
L99,L334,18.888
L102,L334,18.626
L103,L334,49.074
L106,L334,18.506
L113,L334,0.232
L116,L334,1.923
L122,L334,3.195
L128,L334,53.541
L134,L334,2.972
L135,L334,2.972
L138,L334,30.57
L139,L334,30.57
L141,L334,19.283
L145,L334,1.928
L146,L334,2.194
L147,L334,3.807
L150,L334,18.478
L151,L334,4.124
L153,L334,18.791
L154,L334,18.791
L155,L334,18.718
L156,L334,15.533
L157,L334,15.533
L159,L334,21.47
L162,L334,13.682
L168,L334,12.118
L171,L334,25.82
L173,L334,25.461
L178,L334,30.671
L179,L334,30.671
L185,L334,24.21
L186,L334,18.869
L191,L334,25.932
L203,L334,27.465
L206,L334,21.369
L213,L334,35.47
L222,L334,15.223
L227,L334,29.796
L229,L334,25.671
L231,L334,23.728
L246,L334,39.458
L247,L334,39.565
L249,L334,24.989
L252,L334,24.797
L262,L334,28.738
L271,L334,43.545
L273,L334,44.302
L274,L334,43.314
L292,L334,27.472
L299,L334,33.061
L309,L334,3.286
L310,L334,3.902
L313,L334,27.1
L315,L334,19.529
L321,L334,19.422
L323,L334,1.403
L328,L334,1.56
L333,L334,0.271
L334,L334,0
L336,L334,18.496
L338,L334,18.882
L349,L334,18.656
L355,L334,22.384
L361,L334,7.917
L365,L334,9.115
L370,L334,24.706
L371,L334,24.706
L375,L334,25.083
L382,L334,19.283
L385,L334,25.932
L387,L334,43.62
L392,L334,15.077
L393,L334,18.711
L402,L334,13.719
L408,L334,13.777
L411,L334,13.807
L412,L334,13.965
L418,L334,17.471
L423,L334,18.535
L430,L334,66.444
L431,L334,52.408
L437,L334,33.591
L444,L334,59.863
L445,L334,61.248
L469,L334,51.609
L483,L334,66.3
L493,L334,67.988
L495,L334,45.995
L496,L334,36.345
L511,L334,49.771
L527,L334,18.424
L529,L334,14.025
L530,L334,13.965
L540,L334,47.616
L543,L334,45.013
L554,L334,13.965
L556,L334,60.835
L560,L334,77.911
L0,L336,0.463
L7,L336,18.958
L18,L336,22.054
L26,L336,58.435
L33,L336,37.727
L36,L336,37.401
L38,L336,45.287
L57,L336,42.476
L62,L336,21.26
L63,L336,42.782
L70,L336,19.558
L75,L336,0.787
L76,L336,0.787
L77,L336,1.592
L78,L336,2.246
L79,L336,2.575
L80,L336,0.787
L81,L336,1.756
L82,L336,1.498
L91,L336,0.599
L93,L336,0.755
L99,L336,0.83
L102,L336,0.13
L103,L336,66.125
L106,L336,0.29
L113,L336,18.197
L116,L336,19.888
L122,L336,21.16
L128,L336,70.592
L134,L336,20.937
L135,L336,20.937
L138,L336,47.621
L139,L336,47.621
L141,L336,0.787
L145,L336,17.014
L146,L336,15.981
L147,L336,22.426
L150,L336,0.893
L151,L336,22.089
L153,L336,24.766
L154,L336,24.766
L155,L336,24.854
L156,L336,28.016
L157,L336,28.016
L159,L336,43.477
L162,L336,31.647
L168,L336,5.951
L171,L336,44.942
L173,L336,9.621
L178,L336,47.722
L179,L336,47.722
L185,L336,14.255
L186,L336,17.81
L191,L336,45.054
L203,L336,46.587
L206,L336,19.761
L213,L336,14.807
L222,L336,19.252
L227,L336,11.3
L229,L336,44.793
L231,L336,44.918
L246,L336,29.503
L247,L336,29.61
L249,L336,45.855
L252,L336,45.653
L262,L336,24.82
L271,L336,60.596
L273,L336,61.353
L274,L336,60.365
L292,L336,37.21
L299,L336,50.112
L309,L336,19.736
L310,L336,19.193
L313,L336,36.838
L315,L336,1.033
L321,L336,1.736
L323,L336,19.368
L328,L336,19.525
L333,L336,18.236
L334,L336,17.965
L336,L336,0
L338,L336,0.77
L349,L336,1.346
L355,L336,3.629
L361,L336,10.053
L365,L336,11.487
L370,L336,45.562
L371,L336,45.562
L375,L336,45.939
L382,L336,0.787
L385,L336,45.054
L387,L336,60.671
L392,L336,3.337
L393,L336,2.533
L402,L336,4.264
L408,L336,5.688
L411,L336,5.469
